,광진구,동대문구,성동구,중랑구
1492,2.9516584873199463,2.300119161605835,2.7732694149017334,1.679427981376648
1493,2.82737398147583,2.4355239868164062,2.4556193351745605,1.824823021888733
1494,3.10329818725586,2.4098939895629883,2.884697675704956,1.856049537658692
1495,3.205000877380371,2.459792137145996,3.068660259246826,1.8753248453140257
1496,2.751071691513061,2.256544589996338,2.73235821723938,1.7101764678955078
1497,2.955864191055298,2.2736847400665283,2.929340362548828,1.7415876388549805
1498,3.437661647796631,2.5051276683807373,3.2275612354278564,1.8115088939666748
1499,3.2061221599578857,2.281755924224853,2.6301791667938232,1.6805475950241089
1500,3.206277847290039,2.664105176925659,3.24385142326355,1.942068099975586
1501,3.0747666358947754,2.2577927112579346,2.810511350631714,1.683815598487854
1502,3.260288953781128,2.380472183227539,2.912428379058838,1.764299392700195
1503,2.7672207355499268,2.338589668273926,2.7867794036865234,1.7805343866348269
1504,3.034088611602783,2.4260013103485107,3.079021692276001,1.8062480688095093
1505,2.938323736190796,2.225013732910156,2.601570606231689,1.7314128875732422
1506,2.907927989959717,2.365674495697021,2.640216827392578,1.8173810243606567
1507,3.312288284301758,2.373481750488281,2.979534864425659,1.7169581651687622
1508,2.9320199489593506,2.343824863433838,2.7265470027923584,1.69240140914917
1509,2.785165786743164,2.0850722789764404,2.4817090034484863,1.637853980064392
1510,2.9281246662139893,2.3780038356781006,2.578554153442383,1.8003045320510864
1511,3.2748827934265137,2.430065870285034,2.8915157318115234,1.846481680870056
1512,2.4060912132263184,2.2106072902679443,2.5876522064208984,1.6556991338729858
1513,2.7825591564178467,2.344887971878052,2.76687240600586,1.7387760877609253
1514,2.405380249023437,2.1750411987304688,2.759547472000122,1.6691681146621704
1515,3.030543565750122,2.397444248199463,2.799410820007324,1.741528034210205
1516,3.0684010982513428,2.399329662322998,2.765930414199829,1.7517907619476318
1517,2.7272956371307373,2.375182867050171,2.770879030227661,1.7224528789520264
1518,3.023972272872925,2.2231903076171875,2.623743295669556,1.7025716304779053
1519,2.980860710144043,2.2089476585388184,2.7713217735290527,1.7390552759170532
1520,3.1088500022888184,2.3033664226531982,2.840355634689331,1.7398693561553955
1521,2.9927783012390137,2.104238748550415,2.587655067443848,1.6351779699325562
1522,2.898922681808472,2.2920689582824707,2.6965432167053223,1.7407985925674438
1523,2.752445936203003,2.172567367553711,2.734225511550904,1.6709588766098022
1524,2.5466036796569824,2.125085830688477,2.7890639305114746,1.7504223585128784
1525,2.798135280609131,2.2724504470825195,2.776674747467041,1.7671265602111816
1526,3.015869617462158,2.260214328765869,2.682906150817871,1.627853274345398
1527,3.13821792602539,2.202341794967652,2.5840837955474854,1.751599907875061
1528,3.126610040664673,2.4388787746429443,2.758385419845581,1.816431760787964
1529,2.9859495162963867,2.362701177597046,2.833691120147705,1.7705157995224
1530,2.4766411781311035,2.164137601852417,2.4653449058532715,1.68485689163208
1531,3.138395309448242,2.337205648422241,2.9571657180786133,1.6946120262145996
1532,3.042235374450684,2.59167742729187,3.1081578731536865,1.961423397064209
1533,3.3382139205932617,2.4780492782592773,2.9404852390289307,1.8233884572982788
1534,3.049288749694824,2.2907893657684326,2.797611951828003,1.7471529245376587
1535,2.825809955596924,2.1938283443450928,2.618213653564453,1.6916182041168213
1536,2.921894788742065,2.355926275253296,2.8957407474517822,1.768437147140503
1537,2.776838779449463,2.119556903839112,2.484746217727661,1.5243031978607178
1538,2.652515411376953,2.165993452072144,2.868907928466797,1.7128239870071411
1539,2.962948799133301,2.2910056114196777,2.903434991836548,1.7054170370101929
1540,3.057989358901977,2.302018642425537,2.7277262210845947,1.7628746032714844
1541,2.673118829727173,1.872977375984192,2.2521111965179443,1.358147382736206
1542,2.824519157409668,2.32914137840271,2.7883095741271973,1.6673837900161743
1543,2.818013906478882,2.2576446533203125,2.667536735534668,1.7616630792617798
1544,2.4878432750701904,2.239266872406006,2.577120542526245,1.7739793062210083
1545,2.524104595184326,2.4522035121917725,2.9790658950805664,1.8489028215408323
1546,2.948854446411133,2.3734169006347656,2.752239942550659,1.7454471588134766
1547,3.101889371871948,2.163536310195923,2.626181364059448,1.6529569625854492
1548,2.62288784980774,2.246248722076416,2.814194440841675,1.7558919191360474
1549,2.910792112350464,2.2730872631073,2.5406811237335205,1.7340805530548096
1550,3.034158945083618,2.4338340759277344,2.681720018386841,1.81801187992096
1551,2.9601237773895264,2.393815755844116,2.830995321273804,1.820947408676148
1552,3.056658267974853,2.291865110397339,2.8680005073547363,1.7055063247680664
1553,2.656788825988769,2.1556506156921387,2.6606736183166504,1.7933329343795776
1554,3.2030959129333496,2.3413822650909424,3.012704849243164,1.8309638500213623
1555,2.8297219276428223,2.2925987243652344,2.734516859054565,1.6744425296783447
1556,3.2971677780151367,2.2573649883270264,2.8150434494018555,1.8368390798568728
1557,2.3675761222839355,2.0356154441833496,2.6281538009643555,1.6503384113311768
1558,2.91737699508667,2.2799432277679443,2.9793052673339844,1.773087501525879
1559,3.13597059249878,2.4052441120147705,3.096623182296753,1.8020738363265991
1560,2.6042726039886475,2.313646078109741,2.560734748840332,1.7085535526275637
1561,3.042570114135742,2.309046506881714,3.011056423187256,1.8772028684616089
1562,3.050842761993408,2.4301586151123047,2.820974111557007,1.7725780010223389
1563,3.2244091033935547,2.389772653579712,2.8824288845062256,1.7541894912719729
1564,2.9737918376922607,2.441732406616211,2.722081661224365,1.7945795059204102
1565,3.057234048843384,2.4251060485839844,2.7956910133361816,1.8000036478042605
1566,3.151850461959839,2.3102669715881348,2.9254143238067627,1.718411922454834
1567,2.415797233581543,2.294968605041504,2.676354169845581,1.758244276046753
1568,3.237457752227783,2.3922269344329834,3.147006034851074,1.8831300735473635
1569,3.2870516777038574,2.4782066345214844,3.089584350585937,1.864054560661316
1570,3.163374185562134,2.4906277656555176,3.0266993045806885,1.8485846519470213
1571,2.848693370819092,2.248403549194336,2.742696762084961,1.6165062189102173
1572,3.157799005508423,2.42502498626709,2.8770840167999268,1.8412882089614868
1573,2.981370449066162,2.36676025390625,2.85398817062378,1.7264783382415771
1574,3.382266998291016,2.6019253730773926,3.218189239501953,1.955276370048523
1575,3.219726324081421,2.360518217086792,3.0327157974243164,1.7686692476272583
1576,3.250140905380249,2.4336090087890625,3.058413028717041,1.8610800504684448
