sentence_id,sentence,answer
2c56a740ff54560caa13b251f2c20b14,ⅰ What Happens inside Black Holes?,블랙홀 안에서 무슨 일이 일어나는가?
a18ea3d6b8713a28d776213ab1204969,"However, often in individual and social life, reason is required in order to predict (considering that prediction often depends on recognition of forces which operate underneath the surface), and prediction sometimes is necessary even for physical survival.",그러나 종종 개인과 사회의 삶에서 이성은 (예측이 표면 아래에서 작동하는 힘에 대한 인식에 의존하는 것을 고려할 때) 예측하기 위해서 요구된다. 그리고 이 예측은 때때로 물리적인 생존을 위해서도 필수적이다.
5da80c0f5f08589251078184394bdd91,Updrafts of warm air set off these storms.,따뜻한 공기의 상승 기류가 이러한 폭풍우를 발생시킨다.
c2f1e7cb7a9fa419cdf964cc249d37c0,You dump the stuff out on a table and begin separating the items into coherent groups.,너는 그 물품들을 탁자 위에 쏟아 놓고 그 물품들을 일관성 있는 집단으로 분리하기 시작한다.
1585dadc28f10ebb05b78e02691cde06,"We live in an age of constant interaction, and yet more of us are claiming we are ""lonely"" than ever before.","우리는 끊임없는 상호작용의 시대에 살고 있지만, 우리 중 더 많은 이들이 어느 때보다도 ‘외롭다’고 주장하고 있다."
c904bdcd5e35069f6c9b07883f6f7c72,"Unfortunately, she didn't have the money necessary to start her treatment and pay for all the other expenses related to her disease.","불행히도, 그녀(Monica)는 자신의 치료를 시작하고 병과 관련된 다른 비용들을 지불하는 데 필요한 돈이 없었다."
4ca3f23e7bfe351f152bd43b6003a732,The guide is a gray-haired old man.,가이드는 흰 머리의 노인이었다.
14d5c365b4e1c648a9db86c7d00155c5,"If you can return to the joyful feelings that you had through play, you'll find that you feel happier about yourself.","네가 놀이를 통해 가졌던 기쁜 감정들로 돌아갈 수 있으면, 너는 너 자신에 대해 네가 더 행복하게 느낀다는 것을 발견할 것이다."
74315dc05195e51e6bb84c7f22188c36,"Thunderstorms are extremely common in many parts of the world, for example, throughout most of North America.","천둥번개를 동반한 폭풍우는 세계 많은 곳에서 아주 흔하다, 예를 들어 대부분의 북미 대륙에 걸쳐."
f63ebcdb007ae32f1d2c60d83f8dd8eb,Learning when you should not say anything is as important as learning how to say something.,어떤 것을 말하지 말아야 하는 때를 배우는 것은 어떻게 말 해야 할 지를 배우는 것만큼 중요하다.
467f337990d87e3f14b248ad90286c9f,"Ask yourself, ""What do I want to say"" and ""Why do I want to say it"" If the purpose of the communication is to make you feel better about something, and the information is not particularly helpful for the listener, perhaps you shouldn't say anything.",“내가 무슨 말을 하기를 원하는가” 그리고 “왜 그 말을 하고 싶은가”를 자문해 보아라. 만약 대화의 목적이 당신을 무언가에 대해 좋은 기분이 들게 만드는 것이라면 그리고 정보가 듣는 사람에게 특별히 도움이 되지 않는 다면 아마도 당신은 어떤 것을 말하지 않아야 한다.
61253914892ee37af812c56f0c5827bb,Determining how much to talk is an important first step when planning your communication.,얼마나 많이 이야기를 할지를 결정하는 것이 당신의 대화를 계획할 때 중요한 첫 걸음이다.
32dcac97dea69c7982f71f738116f773,Violent crime has dropped in the United States in recent years‚ but the overall crime rate is still alarmingly high.,"최근 몇년 간 미국에서 폭력 범죄가 감소했다, 그러나 전반적인 범죄율은 여전히 놀랄만큼 높다."
6d3e7324d8124d924b271db87a249216,The 'ten-thousand-hour rule' states that expertise requires at least ten thousand hours of practice.,‘1만 시간의 법칙’은 전문 기술은 적어도 1만 시간의 연습을 필요로 한다고 말한다.
81481a805f89a3eb24f689860cc40b4b,"It was also blessed with some of the richest farming soils in Britain and a surprisingly mild climate, thanks to the effects of the Gulf Stream.",그것은 또한 영국에서 가장 비옥한 농토의 일부와 Gulf만류의 영향 덕택에 놀랄만큼 온화한 기온으로 축복받았다.
c3c1007c9228d1e8eddd053707120c48,"On turning on the switch, I found that everything was out of order.","스위치를 켜자마자, 나는 모든 것이 어질러져 있다는 것을 알았다"
a7957b1e67adde25d70214f4f389b6e6,A brilliance of beautiful colors that lit up the sky!,하늘을 밝히는 아름다운 색깔들의 찬란함!
9620ebd96fc2008901ba7f2c93d7978e,Our children would be horrified if they were told they had to go back to the culture of their grandparents.,우리 아이들은 조부모의 문화로 되돌아가야 한다는 말을 들으면 겁이 날 것이다.
46b839c35e2e64b8866966142e7c6858,He was told there were about three thousand.,그는 약 3천 명이 있다고 들었다.
3f111d5faf72d1a1b3190f3d55095425,"These characteristics are wonderful stimuli for informal interactions, because they give people natural reasons to launch into conversation.",이런 특징들은 그것들이 사람들에게 대화로 시작할 자연스러운 이유들을 주기 때문에 비공식적인 상호작용에 대해 아주 좋은 자극이다.
badb29b54da99bb3e5ceb98f5385bfff,These findings suggest that pride responses are innate.,이러한 결과들은 자부심 반응들이 타고났다는 것을 시사한다.
da952f755f01bd1109644079ab5f71f4,"On December 6th, I arrived at University Hospital in Cleveland at 10:00 a.m.",12월 6일 오전 10시에 나는 Cleveland에 있는 University 병원에 도착했다.
64e96173ab5b4ad5617368dd39873fff,"Rather than be engaged actively in the lesson, he may have been preoccupied with trying to imagine pumpkin pie: What does it taste like?","그 수업에 적극적으로 참여하게 되기보다는, 그는 호박 파이를 상상하기 위해 노력하는 데 사로잡혔을지도 모른다: 그건 무슨 맛일까?"
268a766ecd47f5017d5dc177b9513945,"Purpose-built ski resorts, or 'ski factories' as some tourism and recreation researchers labelled them because of their emphasis on the mass accommodation of skiers and construction from glass, concrete and steel, were built in the late 1950s to aid regional development.","특정한 목적에 맞게 만들어진 스키장들, 다시 말해 그것들이 스키 타는 사람들의 대규모 숙박 시설과 유리, 콘크리트, 강철을 재료로 하는 건설 공사에 주안점을 두었기 때문에 일부 관광 및 여가 연구자들이 이름 붙인 ‘스키 공장들’이 1950년대 후반에 지역 개발을 돕기 위해서 지어졌다."
57b44877acbcf3134027743c9ba043d2,"The essential argument here is that the capitalist mode of production is affecting peasant production in the less developed world in such a way as to limit the production of staple foods, thus causing a food problem.",여기에서 본질적인 논쟁은 자본주의적 생산 양식이 개발도상국에서 주요 식량의 생산을 제한하도록 영향을 미치고 있고 그래서 식량 문제를 야기하고 있다는 것이다
6b340ffa9167d60c43067b71a1f3a8e5,"They believe that people differ and that these differences should be taken into account somehow, but they have as yet discovered no way to include such variables in their formal models of economic and social development.",그들은 사람들이 다르고 이러한 차이점들이 어떻게든 고려되어야 한다고 믿지만 아직까지 경제와 사회 발전에 대한 그들의 공식적인 모형에서 그러한 변수들을 포함할 아무 길도 발견하지 못했다
54a3108da43eadbd00da0653985a7c81,"For example, by seeing disgust on someone's face when presented with moldy food, we were able to avoid eating something dangerous.","예를 들어, 곰팡이 핀 음식으로 제공받았을 때 누군가의 얼굴에서 혐오감을 봄으로써, 우리는 위험한 무언가를 먹는 것을 피할 수 있었다."
42b7e6128f398a790c25144a6aba96f1,"However, by the age of 21 she had to give up the pursuit because of ill health, and by 23 she began writing in need of another outlet for her creative energies.","그러나, 21세 무렵에 그녀는 건강이 좋지 않아서 그 일을 포기해야만 했다 그리고 23세 무렵에 그녀는 그녀의 창의적인 에너지를 쏟을 또 다른 배출구가 필요하여 글쓰기를 시작했다."
1dabf2a6cacb19b20de9d58a28943df4,The reputation of Genghis Khan as an utterly ruthless warrior may be worse than the reality.,아주 무자비한 전사로서 징기스칸의 평판은 실제보다 더 나쁠지도 모른다.
78ab1d33f83470c71deb838c6b7a4dc7,"In the end, the chimpanzee still made frequent errors in using them, as did all the animals trained on number tasks.",결국 숫자 과제에 대해 훈련받은 모든 동물들이 그랬던 것처럼 침팬지도 그것들을(숫자들을) 사용하는데 있어 여전히 빈번한 오류를 냈다.
93dd103d07b559effdd9d2ed22376f88,Imagine the grocery store where you shop the most.,당신이 가장 많이 쇼핑하는 식료품점을 상상해보라.
2d7b01aeabad321e4c7d0c9d79893c5f,A willingness to pay higher prices is due to a desire to advertise wealth rather than to acquire better quality.,기꺼이 더 높은 가격을 지불하려는 마음은 더 나은 품질을 얻으려는 것보다는 부유함을 드러내고자 하는 욕망 때문이다.
7bf1df47a4219fc55c462fa3a2cbbb86,"But archaeologists are not asked to cooperate with tomb robbers, who also have precious historical relics.",하지만 고고학자들은 귀중한 역사적 유물들을 가지고 있는 도굴꾼과 함께 협력하도록 요구받지는 않는다
eba0973d949ddc02bf7db8d91dab2779,"I was directed to the waiting area, where I remained until my name was called.",나는 대기실로 안내되었고 내 이름이 불릴 때까지 거기에 머물렀다.
7c39c582ea85e57d19bb56d6a33fe555,Most African Americans are likely to serve sweet potato pie for holiday dinners.,대부분의 아프리카계 미국인들은 명절 만찬으로 고구마 파이를 내는 경향이 있다.
e426928fc225baefd5e6619f886a7160,A lovely little girl was holding two apples with both hands.,사랑스러운 작은 소녀가 양 손에 두 개의 사과를 들고 있었다.
9d70274630b7143edefbeca57d217ff3,"You owe me a pot of gold, and I have come to collect it.""","당신은 나에게 금의 단지를 빚지고 있고, 나는 그것을 징수하기 위해 왔습니다."
a5929a986ca6b77c24b57aa81fc78c75,I would greatly appreciate your assistance in this.,귀하가 이 일에 도움을 주신다면 정말 감사하겠습니다.
6dcc43824353e8c60a0e03650fd99b88,"Like most other professionals, industrial farmers now use the Internet for acquiring a wide range of agricultural information — from equipment sales to pesticide use to marketing opportunities.","대부분의 다른 전문가들과 마찬가지로, 산업 농부들은 이제 장비 판매에서부터 살충제 사용, 마케팅 기회에 이르기까지 광범위한 농업 정보를 얻기 위해 인터넷을 사용한다."
164488ac67ec008c5ea120dc3912188a,"With the disequilibrium on technological advances in agriculture in the developing countries and the capitalism that induces people to cultivate for money, the peasantry in those regions are suffering from deficient staple foods.",개발도상국에서 농업에서의 기술적 진보에 대한 불균형과 사람들이 돈을 위해 경작하도록 유도하는 자본주의때문에 그 지역들의 소작농들은 부족한 주요 식량으로 고통 받고 있다
af6a6b72952c5d6a4f37da1630dfe1dd,Being imaginative gives us feelings of happiness and adds excitement to our lives.,상상력이 풍부한 것은 우리에게 행복의 느낌을 준다 그리고 우리의 삶에 흥분을 더해준다.
b9ccdf6c15e8ec291b1e1c64cf711965,③ species that attack other animals as a defensive reaction .,방어적인 반응으로써 다른 동물들을 공격하는 종들
c255e1a72ef8a7be4405112a5893af19,"Therefore, cookies can greatly benefit individuals.",그러므로 cookie는 개인들에게 매우 유용할 수 있다.
8e02292b0f1b45cd20cb31cb18c9ddf8,She was already snoring before I had finished undressing.,내가 옷을 벗는 것을 끝냈었기 전에 그녀는 이미 코를 골고 있었다.
e4421c8ed39af7afb3d9eac179b7bc65,Yet how they dress is wholly unrepresentative of society in general.,그러나 어떻게 그들이 입는지는 대중적인 사회의 대표가 전적으로 되지는 못한다.
66a24e06f7bb9a82be4de4932a7a29d3,"It is easy to devise numerous possible scenarios of future developments, each one, on the face of it, equally likely.",미래의 발전에 대한 많은 가능한 각본들을 고안하는 것은 쉽다.
e0c081cab857ca91622d7cab3948ad3f,"As celebrities are generally considered to be competent individuals, and often even presented as flawless or perfect in certain aspects, committing blunders will make one's humanness endearing to others.","유명 인사들은 일반적으로 능력 있는 사람들로 여겨지고 특정한 측면에서 종종 흠이 없고 완벽하다고도 보이기 때문에, 실수를 저지르는 것은 다른이들에게 한 사람의 인간미를 사랑스럽게 만들 것이다."
faf67a8d53b615e2695571734974b8f7,Marie Curie is treated as if she worked alone to discover radioactivity and Newton as if he discovered the laws of motion by himself.,Marie Curie는 그녀가 방사능을 발견하기 위해 홀로 연구한 것처럼 간주되며 Newton은 그가 운동의 법칙을 홀로 발견한 것으로 간주된다.
ffe9b8d56269bc3f2f44fe0f3141f4fb,"When I asked how he had made that decision, he replied that he had recently attended an automobile show and had been impressed.","내가 어떻게 그가 그러한 결정을 하게 되었는지를 묻자, 그는 최근에 자동차 쇼에 참석했고 깊은 인상을 받았다고 대답했다."
1f45afb186e7d5e96b39745d3c6c0445,"Then the little girl handed one of her bitten apples to her, and said, ""Mommy, here you are.","그 후에 어린 소녀는 자신이 베어 문 사과 중 하나를 그녀에게 건네주고 말했다. ""엄마, 여기 있어요."
7dd398bb5fa4d665f7618a9064c8ba33,"Sufferers learn to overcome their anxiety and phobia by carefully designing the virtual experience, varying the severity of the stimuli, and entraining interventions to reduce sympathetic nervous system activation.","환자들은 가상 경험을 주의 깊게 설계하고, 자극의 고통스러운 정도를 변경하며, 교감 신경계의 활성화를 줄이기 위해 개입함으로써 불안과 공포증을 극복하는 것을 배우게 된다."
2dc614180e12e0aab7d0a1559a47c329,ⅳ Positive effects of temperature rise .,기온 상승의 긍정적인 영향
8f360bb537f6315a0c7f3143a9429382,I had to sit with the girls during their hour of study.,나는 그들의 공부하는 시간 동안 소녀들과 앉아 있어야했다.
8524ba34e08a8a6ea7b7cd929c2ae701,"A small number of the upper and professional upper middle class, for example, barristers, diplomats, army officers and Conservative MPs, dress in the well-tried styles of the past 50 years or so.","소수의 상류층과 전문직 상류층은, 예를 들어서, 법정 변호사들, 외교관들, 군장교들, 그리고 보수당 의원들은 지난 50년 정도의 잘 검증된 스타일로 입는다."
3677d7dfdb202332b4058414a2718c2c,"Many of the men still have their suits specially tailored, and are thus instantly recognizable as belonging to the upper echelons of society.",많은 남성들은 여전히 그들의 정장을 특별히 맞춤 제작한다 그러므로 즉적적으로 사회의 상위 계층에 속한다고 즉각적으로 알 수 있다.
c1ec06edc76aecb58adb3d82974875b7,The referendum question was: Should the United Kingdom remain a member of the European Union or leave the European Union?,국민 투표 질문은 영국은 유럽 연합의 구성원으로 남아야 하는가 혹은 유럽연합을 떠나야 하는 가? 였다
b5d0b7746ecb5054574707abfa54db5f,"Yet if snakes are examined without prejudice, they prove to be fascinating and relatively harmless members of the reptile family.","그러나 만약 뱀이 편견 없이 자세히 조사된다면, 그들은(뱀은) 흥미로운 것으로 그리고 파충류 동물 중에서 상대적으로 피해를 주지 않는 구성원인 것으로 증명된다."
d8a4e2bd03f7fc3ef7b69481ea0ab342,"To happy people, this is okay, it's the way of things.","행복한 사람들에게 그건 아무렇지도 않은 것이다, 세상살이가 다 그런 것이니까."
a0bbc28ca1af91e5bdb75cd3687d6a6a,"These tricks are made possible by cookies, small files that an Internet server stores inside individuals' web browsers so it can remember them.",이러한 기술들은 인터넷 서버가 개인들의 웹브라우저들을 기억할 수 있도록 개인들의 웹브라우저 안에 저장하는 작은 파일인 cookie에 의해 가능해진다.
cf468ae43d713726f6733c401e62999a,"Traditionally, most ecologists assumed that community stability ― the ability of a community to withstand environmental disturbances ― is a consequence of community complexity.",전통적으로 대부분의 생태학자는 한 군집이 환경 교란에 견디는 능력인 군집 안정성이 군집 복잡성의 결과라고 추정했다.
4c28856d54875eff8e7ad1b6eaf40818,"To avoid such symptoms, you need to consider the type and density of the book.",그러한 증상을 피하기 위해서 당신은 책의 유형과 밀도를 고려할 필요가 있다.
4dd6d82ac4beed735ae1f7eae308eab0,"Owl eyes have more black-and-white detecting rods than color cones, allowing them to see in the dark.",올빼미의 눈에는 색상을 구분하는 추상체보다 흑백을 구분하는 간상체가 더 많은데 그래서 올빼미들은 어둠 속에서 볼 수 있다.
09daff47bef189d6546290f299c32eef,"At school, our kids are trained to study diligently and individually so they can do better than others on exams.","학교에서, 우리 아이들은 시험에서 다른 아이들보다 더 잘할 수 있게 열심히 그리고 개별적으로 공부하도록 훈련을 받는다."
852a0010a164ea2615cd17a31714e5b8,Some had made a special effort to smile and maintain eye contact.,어떤 사람들은 웃음을 짓는 그리고 눈 맞춤을 유지하는 특별한 노력을 했다.
ca41e5f5d37b70555da023226af8f020,"A young child, by contrast, spontaneously counts on its fingers, can often count up to 10 before the age of three, and rapidly moves on to multi digit numerals whose syntax is much more complex.","반면에 어린 아이는 자발적으로 손가락으로 (수를) 센다, 3세 이전에 10까지 셀 수 있고, 구조가 훨씬 복잡한 여러 자리 숫자들로 빠르게 나아간다."
4aff39469bbaa59a7f96f5dac6439868,"In the weeks following the referendum, millions of people signed a petition asking for a second referendum.",국민 투표 후에 몇주가 지나 수백만명의 사람들은 두번째 국민 투표를 요청하는 탄원서에 서명했다.
9399590ad7e7f8adea1b93bc6caf62df,ⅰ Britain joining the EU is called Brexit .,영국이 유럽연합에 가입하는 것은 브렉시트로 불린다.
48dd272747a2d23ac9add4587f4e0780,explained Gloria Wan‚ who would begin graduate studies at the school this fall.,"글로리아 완이 설명했다, 그녀는 이번 가을에 학교에서 대학원 공부를 시작할 것이다."
8ffb9fa1bab52a4feb2a7fba31e62418,"To my conservative friends, it is a term of highest endearment, connoting efficiency and good sense.",나의 보수적인 친구들에게 그것은 최고의 친애의 용어이다 효율성과 분별력을 의미한다.
d2ebc6ca13d8a3b2e5c0034f17203952,"For example, parks and reserves protect a large area in which many species live.",예를 들어서 공원들과 보호구역들은 큰 지역을 보호한다 그런데 그 지역에서 많은 종들이 산다.
f3c8511972c298faead103ea00ae35d3,"When it comes to public opinion polls about whether cultural changes are for the better or the worse, looking forward would lead to one answer and looking backward would lead to a very different answer.","문화적 변화가 더 나아지는 것인지 더 나빠지는 것인지에 관한 여론 조사에 관한 한, 앞을 내다보는 것과 뒤돌아보는 것은 아주 다른 대답으로 이어진다."
30cf2f31c8a7acacd50102ea07f3dcfd,"Initially, papyrus and parchment were kept as scrolls that could be unrolled either vertically or horizontally, depending on the direction of the script.","처음에 파피루스와 양피지는 수직이거나 수평으로 펼쳐질 수 있는 두루마리로 보관되었다, 그래서 그것은 원고의 방향에 달렸다."
71fa11f3b8503a16ee11e785b24b6f47,The traditional Hadza hunter has not learned algebra because such knowledge would not particularly enhance his adaptation to life in the East African grasslands.,"전통적인 Hadza 사냥꾼은 대수학을 배우지 않아왔다, 그러한 지식이 동아프리카 목초지에서 삶에 대한 그의 적응을 특별히 향상시키지 않을 것이기 때문에."
89d87dbff1c1edf4bf8b65dbd093fee0,"Jesse's best friend Monica, a mother of three, was diagnosed with a rare disease.","Jesse의 가장 친한 친구인 Monica는 세 아이의 어머니인데, 희귀병 진단을 받았다."
ccd4325dd6e9816218a9a17c8425c795,They are not in the habit of observing closely the play of features of their fellow men ― either in real life or at the movies.,그들은 실제 삶에서든 영화에서든 다른 사람의 이목구비의 움직임을 자세히 관찰하는 습관을 지니고 있지 않다.
e5c5c8b92b6c0d61925a4495ae0a360b,"She slowly released her knees and straightened her head, the better to hear.",그녀는 더 잘 들어보려고 천천히 무릎을 펴고 고개를 들었다.
364a17c08e4c26f604aaf8c332650b2e,"In an aging society, new markets are likely to emerge, with a variety of new products targeting senior citizens.","고령화 사회에서 새로운 시장이, 새롭고 다양한 상품들이 고령자들을 목표로 하면서, 등장할 것 같다."
535836bda260ae8580b4811a543f6052,"If they don't, then new legislation could force them to comply.","만약 그들이 하지 않으면, 그 때는 새 법이 그들이 법을 따르도록 강제할 수도 있다."
ce6a7c0ba1b073ed698fbb6f9c23fdab,Many cities are finding that artificial wetlands provide a low-cost way to filter and treat outflowing sewage.,많은 도시들은 인공 습지가 넘쳐흐르는 오수를 걸러내고 처리할 저렴한 방식을 제공한다는 것을 알아가고 있다
c6b7d4c88ff8ee66a379a635adc4a479,"On December 1, 2013, heavy post­-Thanksgiving weekend traffic encountered black ice on the westbound I-290 expressway in Worcester, Massachusetts.",2013년 12월 1일에 Massachusetts주 Worcester에 있는 서쪽행 I-290 고속도로에서 추수감사절 후 주말 극심한 교통량이 블랙 아이스를 만났다.
8994cdcace12482b0d4bdc9382e7581e,"And then there are other scientists who are working on different problems, sometimes in different fields, but nevertheless set the stage through their own findings and ideas.","그리고 나서 다른 문제들, 때로는 다른 분야에서 연구하지만 그럼에도 자신의 발견과 생각들을 통해 장을 마련해 주는 다른 과학자들이 있다."
067b15b4c55aa9697c7292b8002180bc,His favorite subject was cats.,그가 가장 좋아하는 (그림의) 대상은 고양이였다.
8771ff4a19df7d4c161866a7797d56b2,"On a practical level, architecture sets a scene, conveying information about plot and character while contributing to the overall feel of a movie.","현실적인 면에서 보면, 건축물은 어떤 장면의 배경이 되며, 영화의 전반적인 분위기에 기여하면서 줄거리와 등장인물에 대한 정보를 전달한다."
89f8fa2f54c4438427f153487bc4a6fb,"In more discreet ways, filmmakers can use their cameras to make statements about the built — or unbuilt — environment, or use that environment to comment metaphorically on any of a variety of subjects, from the lives of the characters in their films to the nature of contemporary society.","더 신중하게 말하면, 영화 제작자들은 카메라를 사용하여 지어진 - 혹은 지어지지 않은 - 배경에 대해 얘기하거나, 자신들의 영화 속 등장인물들의 삶에서부터 그 당시 사회의 특징에 이르기까지 다양한 주제의 어떤 것에 대해서든 비유적으로 언급하기 위해서 그 배경을 이용할 수 있다."
8c064324e30f973f224851d710ea3d7c,"Initially a concert musician, Victor Borge soon developed a performance style that combined comedy with classical music.",처음에는 음악회에서 연주하는 음악가였던 Victor Borge는 곧 코미디와 고전 음악을 결합한 공연 스타일을 발전시켰다.
c52110b71ce4af202ed1a4fd33c574c0,"The planet is warming, from North Pole to South Pole, and everywhere in between.","북극에서 남극까지, 그리고 그 사이의 모든 곳에서 지구가 따뜻해지고 있다."
7dd5a4749b9dd1b739b396a35a1aa2ff,"Don DeLilo, Peter Carey, Salman Rushdie, and Elmore Leonard all worked for long stretches in advertising.","Don DeLilo, Peter Carey, Salman Rushdie와 Elmore Leonard는 모두 오랫동안 광고업계에서 일했다."
c3b91c796798ddae79f2e7b87b2d6a98,Historical geologists study how Earth has changed since it formed more than 4.6 billion years ago.,역사 지질학자들은 46억 년 이상 전에 지구가 형성된 이후 어떻게 지구가 변해 왔는지를 연구한다.
25b08c1ed36fda852a6988007f538a4d,"For decades, archaeologists have posited that the ""first Americans"" came to populate the Americas by crossing the Bering Land Bridge, a strip of land that connected Asia and North America during the Ice Age.","수십년 동안 고고학자들은 ""최초의 아메리카 원주민들”이 빙하기에 아시아와 북아메리카를 연결시키는 좁고 긴 땅인 베링 육교를 건넘으로써 아메리카에 거주하게 되었다고 단정해 왔다."
9d4782aab76c7e07d72e3886f9c06013,"Toy rockets and missiles became popular at the beginning of the space age, and by the 1980s, there were many different versions of space-shuttle toys.",장난감 로켓과 미사일은 우주시대의 초기에 인기 있어졌다 그리고 1980년대에는 우주 왕복선 장난감의 많은 다양한 형태가 있었다.
355e49688fedcb11fee571566cc815df,"Reason is not without a function, but its function is not to further physical as much as mental and spiritual existence.","이성이 기능이 없는 것은 아니다, 하지만 그것(이성)의 기능은 정신적이고 영적인 존재만큼 많이 육체적인 존재를 발전시키는 것이 아니다."
e159caf06f50c14ae3ff2e2688e6f3ad,"This is foolish, of course, because in reality, things don't happen more frequently just because we can imagine them more easily.","물론, 이것은 어리석은데, 왜냐하면 현실에서 사건들은 단지 우리가 더 쉽게 상상할 수 있다는 이유로 더 자주 발생하지는 않기 때문이다."
838c65dcb13a48b7a21025c677996b85,Anne Mangen at the University of Oslo studied the performance of readers of a computer screen compared to readers of paper.,Oslo 대학교의 Anne Mangen은 종이로 읽는 독자들과 비교해서 컴퓨터 스크린으로 읽는 독자들의 수행 능력을 연구했다.
1b979981e7e223c2647c0c095a1d4900,"For example, knowing that the shortstop plays between second and third base is specific to the domain of baseball.",예를 들어 유격수가 2루와 3루 사이를 맡고 있다는 것을 아는 것은 야구라는 영역에 한정된다.
664d20f00a2a6c41a75df6af78c30ea7,"The first eight seconds of the second noise were identical to the first noise, whereas the second eight seconds, while still loud and unpleasant, were not as loud.",두 번째 소음의 첫 8초간은 첫 번째 소음과 동일했고 반면에 두 번째 소음의 나머지 8초간은 여전히 크고 불쾌하지만 첫 번째 소음만큼 큰 소리는 아니었다.
9305ee95bdaca3fd8c6ef18a5b0e319f,"If a student protests that plagiarism is good for him — he has adopted that as his goal, because he finds it much easier and more enjoyable than doing his own work 一 we should not immediately concede his point.","한 학생이 표절이 자기 자신의 일을 하는 것보다 훨씬 더 쉽고, 즐겁다는 것을 알았기 때문에 그것을 그의 목표로 삼으며, 표절이 그에게 이롭다고 항의한다 할지라도, 우리는 즉시 그의 주장을 수긍해서는 안된다."
8dded12cb5239752ab281b47202b38e4,"When the Nazis invaded Denmark in 1940, he was performing in Sweden, and a short time later managed to escape to America.","1940년에 나치가 덴마크를 침공했을 때, 그는 스웨덴에서 공연을 하고 있었고, 얼마 후에 가까스로 미국으로 탈출했다."
b475fc96492b2a5cf00e97acde1cb4c1,Two major techniques for dealing with environmental problems are conservation and restoration.,환경문제들을 다루기 위한 두 가지 주요 기술은 보존이다 그리고 복원이다.
ce1f53a688761a2bd0d40cf5503c06b9,"In this line of work he was necessarily aware of the use of sugar to preserve fruit, and he wondered whether it could be used to preserve other foods.","이 분야의 일에서 그는 과일을 보존하는 설탕의 용도에 대해 필연적으로 알아 차렸다, 그리고 그는 그것이 다른 음식들을 보존하기 위해서 사용될 수 있을지 궁금해했다."
afcad10c29cd291db6176f413b708c8d,"In the process, high prices became an important part of lobster's image.","그 과정에서, 높은 가격이 바닷가재의 이미지의 중요한 부분이 되었다."
4a75d0e8495a09ca80511dbe7650e584,"You can also roast chunks of it in the oven, or use it as the base for a soup.",당신은 또한 오븐에 그것의 덩어리를 구울 수 있다 혹은 수프의 베이스로 이것을 사용할 수 있다.
7bdf363760105aaa1f805319e5a90a55,The new study published in The Journal of the American Medical Association is the first to measure the amounts of BPA that are ingested when people eat food that comes directly out of a can.,"‘미국 의학 협회지’에 발표된 새로운 연구는 최초로 사람이 직접적으로 캔에 들어 있는 음식을 먹게 될 경우, 섭취되는 BPA의 양을 측정했다."
f60f39dd522832183222c3c756708793,"Yet, it must, as a final step, be shared by the public, in order for the birth to be successful.","그러나, 그 탄생이 성공하기 위해서, 마지막 단계로서, 대중에 공유되어야 한다."
d3190c010af7b2f2c09f4d976188dba3,The World Health Organization estimates that roughly 80 percent of the world's population use herbal remedies as a source of treatment.,세계보건기구는 세계인구의 대략 80%가 약초 치료를 치료의 방법으로 이용한다고 추정한다.
a08880480c75dd56a8a71ac2ab360c0c,① evidence disproving that there was migration over the Bering Land Bridge .,베링육교를 가로지르는 이주가 있었다는 것을 부정하는 증거
6c7e56dc159f5c0696fa20fa782924a5,"Anthropologists believe wisdom teeth, or the third set of molars, were the evolutionary answer to our ancestor's early diet of coarse, rough food - like leaves, roots, nuts and meats- which required more chewing power and resulted in excessive power of the teeth.","인류학자들은 세 번째 어금니인 사랑니가 우리 조상들의 굵고 거친 음식의 초기의 식단에 - 잎, 뿌리, 견과 그리고 고기같은 - 진화적 해결책 이었다고 믿는다 그런데 이것은 씹는 힘을 더 많이 요구했다 그리고 이의 지나친 마모를 초래했다."
316febeeeec838af5527724949c3992a,"A reduction in prices might see a temporary increase in sales for the seller, but then sales will begin to fall.",가격에서의 하락이 판매자들에게는 판매량에서 일시적인 상승을 볼지도 모른다 그러나 그 이후에는 판매량이 하락하기 시작할 것이다.
8e1c4c3d68c149ed4e121c8f3c0902e7,"Reason, on the other hand, aims at understanding; it tries to find out what is beneath the surface, to recognize the kernel, the essence of the reality which surrounds us.",반면에 이성은 이해하는 것을 목적으로 한다; 그것(이성)은 표면 밑에 무엇이 있는지를 알아내려고 그리고 우리를 둘러싼 현실의 본질인 알맹이를 인식하려고 애쓴다.
a8d3054268dae9971d4bdfa9c60441b7,Online bookstores welcome their customers by name and suggest new books they might like to read.,"온라인 서점은 이름으로 고객들을 환영하며, 그들이 읽고 싶어 할 수도 있는 새로운 도서를 제안한다."
19503e6bacad4a6a71e00236ea9500f8,Some Hollywood celebrities also joined a long waiting list for the Speedking; magazines like Wired drooled over it.,몇몇 할리우드 유명인사들이 또한 Speedking을 위한 기다리는 긴 대기자 명단에 함께했다. Wired같은 잡지사들도 이것에 대해 군침을 흘렸다.
93cad065c25e75b0ab2cf61a2e690b21,Millions of hectares of cropland in the industrial world have been paved over for roads and parking lots.,산업 세계의 수백만 헥타르의 농경지가 도로와 주차장을 만들기 위해 포장되어 왔다
